nvda_high,nvda_low,nvda_open,nvda_close,intel_high,intel_low,intel_close,amd_high,amd_low,amd_close,qcom_high,qcom_low,qcom_close,google_high,google_low,google_close,nvda_high,intel_open,amd_open,qcom_open,google_open,NVDA_RSI,NVDA_BBB_5_2.0,NVDA_VWAP,Year,CPIAUCNS,GDP,Basic Average Shares,Cost Of Revenue,Interest Expense,Other Income Expense,Reconciled Depreciation,Selling General And Administration,Accumulated Depreciation,Buildings And Improvements,Cash And Cash Equivalents,Current Liabilities,Gains Losses Not Affecting Retained Earnings,Long Term Debt,Non Current Prepaid Assets,Other Properties,Tradeand Other Payables Non Current,Cash Dividends Paid,Change In Prepaid Assets,Changes In Cash,Common Stock Dividend Paid,Income Tax Paid Supplemental Data,Sale Of Investment,price_change_percentage,Datetime
-1.015286036,-1.018475242,12.64325025,12.74000243,1.824774846,1.813130989,1.828942462,-0.86802265,-0.906571481,-0.862154545,-0.333974208,-0.334196707,-0.320536708,-0.856931231,-0.856303254,-0.846098662,-1.015286036,1.801523633,-0.918071083,-0.340264377,-0.842480394,0.469156733,-0.009969881,-1.585206865,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.474140556,3/10/2021 15:30
-1.015775328,-1.016581407,12.73337478,12.58249968,1.816667543,1.817665058,1.803813393,-0.877947835,-0.884902404,-0.905171664,-0.32608688,-0.331329391,-0.337569688,-0.833752883,-0.849749808,-0.823941407,-1.015775328,1.828635046,-0.862184866,-0.32170253,-0.84473236,0.113509118,-0.271299745,-1.585399807,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.193832546,3/10/2021 16:30
-1.024246043,-1.023056988,12.58424988,12.60175018,1.819189815,1.817211551,1.818999215,-0.904279395,-0.907885079,-0.897576434,-0.340810429,-0.344702067,-0.322191446,-0.83218032,-0.83123109,-0.836239275,-1.024246043,1.80333079,-0.904990582,-0.338143431,-0.817473042,0.149796934,-0.301722067,-1.585672481,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.365725923,3/10/2021 17:30
-1.02663947,-1.024419866,12.6095001,12.57574995,1.818468896,1.809204316,1.815383431,-0.913764425,-0.915107871,-0.90430276,-0.348197891,-0.346306681,-0.336244264,-0.84014623,-0.833300602,-0.834914078,-1.02663947,1.81779021,-0.897820045,-0.319077453,-0.82274498,0.088855433,-0.447313184,-1.585940822,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.041709762,3/10/2021 18:30
-1.025023814,-1.020165369,12.5760002,12.5157501,1.80135357,1.809957077,1.788717874,-0.909017659,-0.903288386,-0.923855905,-0.347645861,-0.334004087,-0.361432893,-0.813327972,-0.815790088,-0.813048327,-1.025023814,1.814175626,-0.904338719,-0.332839818,-0.831354447,-0.054248664,-0.279808079,-1.586163244,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.096793094,3/10/2021 19:30
-1.031125145,-1.024645325,12.51600035,12.46825025,1.779734276,1.782752209,1.770187264,-0.919805763,-0.913357123,-0.93254612,-0.361318251,-0.354865407,-0.373099904,-0.821164293,-0.81716976,-0.834463395,-1.031125145,1.788419784,-0.923459817,-0.361477234,-0.812175234,-0.167659852,-0.57539018,-1.586660728,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.159589115,3/10/2021 20:30
-0.999689354,-1.002062166,12.95,12.8201782,1.840088549,1.807245649,1.809055968,-0.807173646,-0.829306258,-0.832607374,-0.178324333,-0.228092711,-0.197571336,-0.727868542,-0.757819519,-0.722192737,-0.999689354,1.834057057,-0.849147474,-0.205561083,-0.774505596,0.538267722,0.287360737,-1.587209524,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,1.012019854,3/11/2021 14:30
-1.000214651,-0.99507775,12.82050018,12.9287506,1.871616768,1.817211551,1.879561897,-0.804804536,-0.811358127,-0.787243818,-0.158868407,-0.166577922,-0.13181504,-0.712645763,-0.699954854,-0.708039399,-1.000214651,1.80920511,-0.832633741,-0.197605664,-0.721418209,0.71269717,0.988841486,-1.587424625,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.314896675,3/11/2021 15:30
-0.997022548,-0.988123722,12.93646697,12.96612548,1.915756346,1.899280023,1.913911074,-0.789485256,-0.774148269,-0.76938503,-0.133101841,-0.120575865,-0.128102537,-0.677064326,-0.687803368,-0.667992304,-0.997022548,1.879242745,-0.787003198,-0.13131449,-0.705338199,0.771827667,1.311644151,-1.587601157,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.250774023,3/11/2021 16:30
-0.992779978,-0.986138226,12.97346495,13.01150052,1.899542011,1.902000428,1.880466001,-0.774813608,-0.756256916,-0.765257073,-0.118378291,-0.103459268,-0.118292202,-0.67060408,-0.65453381,-0.651612404,-0.992779978,1.913583957,-0.76940294,-0.127602609,-0.66708584,0.845129752,1.142943358,-1.587744257,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.067059164,3/11/2021 17:30
-0.993891116,-0.985893874,13.01224975,12.99600065,1.867266029,1.885677453,1.876398166,-0.763162283,-0.754011189,-0.756132254,-0.140463589,-0.115676224,-0.115375144,-0.656255163,-0.640525266,-0.641338891,-0.993891116,1.881050262,-0.764840072,-0.117526191,-0.645337115,0.798118483,-0.373135631,-1.587856162,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.070907624,3/11/2021 18:30
-0.992820298,-0.982167477,12.99776,13.03775023,1.860807121,1.874795561,1.863743329,-0.762299364,-0.741096901,-0.756393138,-0.140989958,-0.119506639,-0.131284213,-0.660517827,-0.646653476,-0.654793394,-0.992820298,1.876531694,-0.755713685,-0.11540445,-0.642105329,0.872384819,-0.734373139,-1.587973316,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.050959081,3/11/2021 19:30
-0.993285052,-0.982798736,13.03674925,12.99225005,1.847295131,1.866634073,1.868714908,-0.77654402,-0.754886585,-0.769602158,-0.161497779,-0.151065993,-0.167344832,-0.660014321,-0.648776103,-0.664493603,-0.993285052,1.862975897,-0.756148391,-0.130784426,-0.652164799,0.72151161,-0.899089112,-1.588138259,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.071208843,3/11/2021 20:30
-1.006437072,-1.013852729,12.6482498,12.71837463,1.844592516,1.814645398,1.821710894,-0.798115955,-0.831495207,-0.813927435,-0.283492919,-0.347911776,-0.356130401,-0.745367756,-0.814065495,-0.820893387,-1.006437072,1.80784963,-0.844801764,-0.264427698,-0.72631924,-0.052151322,0.203751588,-1.588740126,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.902989995,3/12/2021 14:30
-1.012013352,-1.008436081,12.7237503,12.7499977,1.811262585,1.801795589,1.789169564,-0.817102801,-0.81639232,-0.807622416,-0.370836008,-0.355935061,-0.354274202,-0.824605769,-0.821573706,-0.810291811,-1.012013352,1.821405155,-0.813946957,-0.356704482,-0.819274873,0.020920832,0.424709141,-1.588962306,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.159408082,3/12/2021 15:30
-1.00914432,-1.003670886,12.74925003,12.84010008,1.777031662,1.792727361,1.796401132,-0.810198588,-0.793379265,-0.791762624,-0.309785065,-0.334004087,-0.285070816,-0.800355131,-0.797748754,-0.781243597,-1.00914432,1.78887137,-0.807428283,-0.353522612,-0.806877102,0.226328635,0.33137967,-1.589086554,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.041638807,3/12/2021 16:30
-1.005507814,-1.000029314,12.84225005,12.83924713,1.787841309,1.799981835,1.802728595,-0.802789318,-0.782903408,-0.782637805,-0.302949685,-0.290141283,-0.280297507,-0.791989454,-0.782705781,-0.791513874,-1.005507814,1.79610126,-0.791348865,-0.285640503,-0.778902812,0.223892682,-0.046603336,-1.589220375,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.198771137,3/12/2021 17:30
-1.008417044,-1.001614419,12.84100035,12.78099975,1.806758618,1.817202573,1.825326678,-0.796821425,-0.773491667,-0.786982934,-0.297165361,-0.269279963,-0.293024953,-0.810627536,-0.804116302,-0.816401112,-1.008417044,1.80333079,-0.782992024,-0.279276815,-0.789022424,0.052965278,-0.60083785,-1.589335941,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.02077571,3/12/2021 18:30
-1.007932194,-0.999415147,12.7822502,12.8322479,1.815316056,1.838068958,1.818095111,-0.795095286,-0.770208221,-0.783506709,-0.27245069,-0.270349991,-0.256965129,-0.817127207,-0.80504483,-0.802897105,-1.007932194,1.8250201,-0.787003198,-0.293595125,-0.816440193,0.185147885,-0.740789786,-1.589467251,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.153774222,3/12/2021 19:30
-1.006416972,-0.995159034,12.83175048,12.85599975,1.82117151,1.83534828,1.829846204,-0.792505925,-0.766049424,-0.777423468,-0.271398794,-0.236650581,-0.260676784,-0.803161571,-0.782997587,-0.797119431,-1.006416972,1.81779021,-0.783309351,-0.256472227,-0.80171155,0.247137505,-0.87175754,-1.589627118,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.097134679,3/12/2021 20:30
-0.987365476,-0.999425338,12.86475065,12.99774933,1.87251776,1.814491146,1.800468606,-0.697570743,-0.74919579,-0.708335402,-0.233537998,-0.275699382,-0.258820585,-0.821693006,-0.82847207,-0.841911156,-0.987365476,1.894606059,-0.740068972,-0.255942216,-0.809592458,0.59284793,-0.315797588,-1.58991597,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.058498796,3/15/2021 13:30
-0.988355525,-0.98542618,12.99624938,12.97712553,1.834683501,1.815388819,1.808603916,-0.698865272,-0.702355089,-0.716504153,-0.24773602,-0.248135409,-0.271547978,-0.832230412,-0.832504539,-0.844428898,-0.988355525,1.800167792,-0.70860576,-0.258594022,-0.83946074,0.519809244,-0.180405389,-1.590036018,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.285708893,3/15/2021 14:30
-0.99257812,-0.985843414,12.97474975,13.00025022,1.804055914,1.815398159,1.812671751,-0.727346038,-0.712861327,-0.723543462,-0.25089092,-0.260186651,-0.23734361,-0.852880569,-0.833857651,-0.841751978,-0.99257812,1.808753163,-0.716167502,-0.271852257,-0.843964025,0.577046927,-0.315438963,-1.590146146,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.067019929,3/15/2021 15:30
-0.993386042,-0.983511401,12.99349975,12.99774933,1.814865921,1.827186702,1.833461988,-0.734681862,-0.724680768,-0.738317222,-0.253783477,-0.218463957,-0.231775704,-0.847586013,-0.825341248,-0.841062849,-0.993386042,1.811916161,-0.723555239,-0.237911229,-0.844441,0.567051651,-0.523994584,-1.590210897,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.025036144,3/15/2021 16:30
-0.98999196,-0.981387448,12.99550018,13.05924988,1.853150315,1.850764605,1.871878639,-0.741586076,-0.730809458,-0.72441267,-0.217762552,-0.204021253,-0.195980498,-0.834427993,-0.83032912,-0.816864735,-0.98999196,1.833280044,-0.738330975,-0.232077552,-0.844070093,0.729714655,-0.850946242,-1.590270759,-0.987661684,0.40302067,0.821414027,-0.299454464,0.535897817,-0.084500906,0.483352308,-1.004670454,-0.493643649,-0.424106989,0.424106989,0.501188548,0.972823489,0.034521149,-0.863196851,0.275235591,0.243751389,0.473840286,-0.686089143,-0.334111145,-0.364752753,0.365208985,0.27903478,0.144241307,-0.013312763,3/15/2021 17:30
-0.98524419,-0.975203133,13.06849975,13.10800018,1.85990649,1.88613096,1.869619012,-0.731229583,-0.710453584,-0.725498703,-0.215134021,-0.200811918,-0.223412974,-0.827623888,-0.808838932,-0.827333988,-0.98524419,1.872013215,-0.723555239,-0.196014729,-0.81511566,0.853826685,-0.611702598,-1.59036431,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.148954788,3/15/2021 18:30
-0.979809592,-0.972403178,13.10599975,13.20299988,1.896389261,1.890665029,1.912103228,-0.732955723,-0.707170182,-0.713983996,-0.196203623,-0.192788634,-0.171587314,-0.805253154,-0.811094013,-0.784530059,-0.979809592,1.868850217,-0.725728246,-0.222531199,-0.826559805,1.078491636,-0.285477876,-1.590459266,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.067341913,3/15/2021 19:30
-0.956616639,-0.955776327,13.35650023,13.44100035,2.058084726,1.96139783,2.075107993,-0.642335696,-0.666020627,-0.638378085,-0.021623402,-0.105973171,-0.018331485,-0.693504821,-0.74407655,-0.671941365,-0.956616639,1.950636582,-0.677925,-0.105858892,-0.765472514,1.517872317,0.613469337,-1.590498492,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.549805397,3/16/2021 13:30
-0.955101417,-0.94624656,13.44174955,13.4369995,2.063507881,2.064323436,2.061404154,-0.638883416,-0.616990977,-0.631860283,-0.002693004,0.015825586,0.006592527,-0.649875066,-0.655886277,-0.656767604,-0.955101417,2.075348809,-0.638378469,-0.01676313,-0.669973555,1.499513644,0.675819688,-1.59049936,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.171685482,3/16/2021 14:30
-0.958778617,-0.959482715,13.43825073,13.28099975,2.050878055,2.040292481,2.02916148,-0.648161056,-0.658140883,-0.677701851,-0.012684125,-0.051573234,-0.072952022,-0.665239398,-0.685203363,-0.69415136,-0.958778617,2.061793012,-0.632290155,0.008692469,-0.654529294,0.832772485,0.316400587,-1.590537494,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.025616506,3/16/2021 15:30
-0.962273442,-0.958057257,13.28274993,13.35412445,2.046824584,2.051328263,2.0454321,-0.667795491,-0.657484237,-0.66097285,-0.038976271,-0.044084589,-0.028406438,-0.703803081,-0.682072864,-0.698922197,-0.962273442,2.029105505,-0.677925,-0.07456967,-0.696358151,0.98483952,-0.130919568,-1.590563017,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.361572649,3/16/2021 16:30
-0.967324427,-0.96770945,13.36124725,13.17212522,2.023854073,2.009459832,1.988032787,-0.681246055,-0.694912846,-0.711377023,-0.05475177,-0.051573234,-0.083557802,-0.718020142,-0.719932914,-0.734755578,-0.967324427,2.045526074,-0.660541943,-0.029491353,-0.695775434,0.334142687,-0.019268159,-1.590623554,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.157640096,3/16/2021 17:30
-0.972617344,-0.970947272,13.17149963,13.27287445,1.985119183,1.994950883,1.99978352,-0.708358847,-0.703011691,-0.692866459,-0.069170383,-0.068155191,-0.053330503,-0.717781637,-0.716868483,-0.700803876,-0.972617344,1.987688485,-0.711387173,-0.084115175,-0.734424889,0.565162206,-0.164821512,-1.590690046,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.43968179,3/16/2021 18:30
-0.969102296,-0.95841359,13.27400053,13.2845001,2.001333789,2.015807565,2.001591728,-0.701950799,-0.690097403,-0.702686809,-0.056329193,-0.041944479,-0.063937079,-0.703141221,-0.696479115,-0.707191739,-0.969102296,2.000340387,-0.692700389,-0.051765082,-0.698291916,0.591353288,-0.508047405,-1.590733567,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.213249675,3/16/2021 19:30
-0.976556947,-0.981312128,13.03975065,13.16549988,1.961697907,1.926031475,1.973570376,-0.75668968,-0.775023664,-0.75526335,-0.157290931,-0.24574475,-0.146132475,-0.743965182,-0.756360174,-0.743555067,-0.976556947,1.938887852,-0.747022309,-0.189651042,-0.74735267,0.191338686,-0.351537415,-1.590926854,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.542029933,3/17/2021 13:30
-0.980395679,-0.97529113,13.15,13.13724975,1.956806681,1.948249038,1.942836621,-0.770498453,-0.760139879,-0.76308466,-0.161497779,-0.169252618,-0.149844926,-0.761782399,-0.773034788,-0.791526814,-0.980395679,1.973229426,-0.755713685,-0.146694467,-0.750345802,0.101168883,-0.481492168,-1.591001539,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.233233937,3/17/2021 14:30
-0.984537754,-0.979438738,13.13175048,13.12990263,2.113935212,1.939788024,2.063962709,-0.781933799,-0.774148269,-0.774090808,-0.146779068,-0.168674758,-0.126511699,-0.800132788,-0.790527492,-0.780938823,-0.984537754,1.943406692,-0.762667065,-0.151467272,-0.794439557,0.076687522,-0.402826805,-1.591074525,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.059104605,3/17/2021 15:30
-0.985781573,-0.978359423,13.12837523,13.13200073,2.042771113,2.022609258,2.033680645,-0.794663675,-0.783735028,-0.775833222,-0.157816511,-0.143577295,-0.158859868,-0.798515626,-0.785544474,-0.781667427,-0.985781573,2.063600801,-0.773966111,-0.127071749,-0.781684461,0.083248638,-0.496881868,-1.591126152,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.025519524,3/17/2021 16:30
-0.965889849,-0.976384241,13.12837523,13.22362518,2.061688062,2.024876519,2.042268007,-0.724756635,-0.768894975,-0.742232005,-0.104706638,-0.147321216,-0.131549626,-0.744786045,-0.764827999,-0.752276263,-0.965889849,2.033778067,-0.775704456,-0.158891831,-0.778849778,0.364027101,-0.766049118,-1.591198034,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,-0.017885442,3/17/2021 17:30
-0.959889509,-0.964410603,13.22624968,13.3794998,2.095918624,2.056615455,2.106446473,-0.703612038,-0.724024166,-0.708770007,0.005720693,-0.109343299,-0.053330503,-0.688739302,-0.730359488,-0.686306294,-0.959889509,2.042815114,-0.74224198,-0.129723555,-0.750134316,0.76784395,-0.067614568,-1.591251937,-0.987661684,-0.305081386,-0.436437046,-0.299454464,0.048766444,0.173050983,0.198632921,-0.411781137,-0.393200334,-0.424106989,0.424106989,0.102122366,0.34070619,0.046645622,-0.24355193,0.276806701,0.17640183,0.367817774,-0.433867569,-0.187201541,-0.005240358,0.365208985,-0.397714694,0.035380292,0.203542198,3/17/2021 18:30
